學年度,階段,學號,宿舍,房號
105,第一志願,0411209,女二舍,321
105,第一志願, 0411215,女二舍,321
105,第一志願, 0411251,女二舍,321
105,第一志願, 0411282,女二舍,321
105,第一志願,0413202,女二舍,322
105,第一志願, 0413206,女二舍,322
105,第一志願, 0413223,女二舍,322
105,第一志願, 0413241,女二舍,322
105,第一志願,0411206,女二舍,324
105,第一志願, 0411255,女二舍,324
105,第一志願, 0411257,女二舍,324
105,第一志願, 0411287,女二舍,324
105,第一志願,0412524,女二舍,334
105,第一志願, 0412528,女二舍,334
105,第一志願, 0412540,女二舍,334
105,第一志願, 0412545,女二舍,334
105,第一志願,0410704,女二舍,362
105,第一志願, 0410738,女二舍,362
105,第一志願, 0410776,女二舍,362
105,第一志願, 0410778,女二舍,362
105,第一志願,0216021,女二舍,372
105,第一志願, 0415412,女二舍,372
105,第一志願, 0415416,女二舍,372
105,第一志願, 0415419,女二舍,372
105,第一志願,0413408,女二舍,412
105,第一志願, 0413453,女二舍,412
105,第一志願, 0413459,女二舍,412
105,第一志願, 0413462,女二舍,412
105,第一志願,0413401,女二舍,421
105,第一志願, 0413403,女二舍,421
105,第一志願, 0413452,女二舍,421
105,第一志願, 0413473,女二舍,421
105,第一志願,0413115,女二舍,431
105,第一志願, 0413124,女二舍,431
105,第一志願, 0413139,女二舍,431
105,第一志願, 0413145,女二舍,431
105,第一志願,0315417,女二舍,433
105,第一志願, 0315427,女二舍,433
105,第一志願, 0315428,女二舍,433
105,第一志願, 0315437,女二舍,433
105,第一志願,0415312,女二舍,441
105,第一志願, 0415316,女二舍,441
105,第一志願, 0415336,女二舍,441
105,第一志願, 0415347,女二舍,441
105,第一志願,0419019,女二舍,443
105,第一志願, 0419022,女二舍,443
105,第一志願, 0419032,女二舍,443
105,第一志願, 0419051,女二舍,443
105,第一志願,0411513,女二舍,453
105,第一志願, 0411559,女二舍,453
105,第一志願, 0413113,女二舍,453
105,第一志願, 0413125,女二舍,453
105,第一志願,0411523,女二舍,461
105,第一志願, 0411529,女二舍,461
105,第一志願, 0411532,女二舍,461
105,第一志願, 0411620,女二舍,461
105,第一志願,0411506,女二舍,464
105,第一志願, 0411517,女二舍,464
105,第一志願, 0411538,女二舍,464
105,第一志願, 0411552,女二舍,464
105,第一志願,0410110,女二舍,481
105,第一志願, 0410119,女二舍,481
105,第一志願, 0410162,女二舍,481
105,第一志願, 0410165,女二舍,481
105,第一志願,0411220,女二舍,483
105,第一志願, 0413104,女二舍,483
105,第一志願, 0413122,女二舍,483
105,第一志願, 0413451,女二舍,483
105,第一志願,0412204,女二舍,514
105,第一志願, 0412213,女二舍,514
105,第一志願, 0412245,女二舍,514
105,第一志願, 0412258,女二舍,514
105,第一志願,0417046,女二舍,531
105,第一志願, 0417053,女二舍,531
105,第一志願, 0417059,女二舍,531
105,第一志願, 0417084,女二舍,531
105,第一志願,0415311,女二舍,541
105,第一志願, 0415321,女二舍,541
105,第一志願, 0415325,女二舍,541
105,第一志願, 0415334,女二舍,541
105,第一志願,0411208,女二舍,542
105,第一志願, 0411211,女二舍,542
105,第一志願, 0411249,女二舍,542
105,第一志願, 0411289,女二舍,542
105,第一志願,0410720,女二舍,543
105,第一志願, 0410724,女二舍,543
105,第一志願, 0410790,女二舍,543
105,第一志願, 0410862,女二舍,543
105,第一志願,0410707,女二舍,544
105,第一志願, 0410726,女二舍,544
105,第一志願, 0410808,女二舍,544
105,第一志願, 0410826,女二舍,544
105,第一志願,0415402,女二舍,551
105,第一志願, 0415404,女二舍,551
105,第一志願, 0415417,女二舍,551
105,第一志願, 0415430,女二舍,551
105,第一志願,0411007,女二舍,561
105,第一志願, 0411021,女二舍,561
105,第一志願, 0411043,女二舍,561
105,第一志願, 0411044,女二舍,561
105,第一志願,0413201,女二舍,583
105,第一志願, 0413231,女二舍,583
105,第一志願, 0413238,女二舍,583
105,第一志願, 0413253,女二舍,583
105,第一志願,0415301,女二舍,584
105,第一志願, 0415326,女二舍,584
105,第一志願, 0415335,女二舍,584
105,第一志願, 0415354,女二舍,584
