學年度,階段,學號,宿舍,房號
104,第一志願,0312211,十宿舍,101
104,第一志願, 0313205,十宿舍,101
104,第一志願, 0313219,十宿舍,101
104,第一志願, 0313221,十宿舍,101
104,第一志願,0315410,十宿舍,103
104,第一志願, 0315418,十宿舍,103
104,第一志願, 0315431,十宿舍,103
104,第一志願, 0315436,十宿舍,103
104,第一志願,0315317,女二舍,313
104,第一志願, 0315335,女二舍,313
104,第一志願, 0315336,女二舍,313
104,第一志願, 0315339,女二舍,313
104,第一志願,0313106,女二舍,314
104,第一志願, 0313121,女二舍,314
104,第一志願, 0313124,女二舍,314
104,第一志願, 0313152,女二舍,314
104,第一志願,0310105,女二舍,333
104,第一志願, 0310135,女二舍,333
104,第一志願, 0310140,女二舍,333
104,第一志願, 0310151,女二舍,333
104,第一志願,0310118,女二舍,363
104,第一志願, 0310123,女二舍,363
104,第一志願, 0310129,女二舍,363
104,第一志願, 0310145,女二舍,363
104,第一志願,0313202,女二舍,364
104,第一志願, 0313208,女二舍,364
104,第一志願, 0313211,女二舍,364
104,第一志願, 0313250,女二舍,364
104,第一志願,0312253,女二舍,371
104,第一志願, 0313217,女二舍,371
104,第一志願, 0313220,女二舍,371
104,第一志願, 0316241,女二舍,371
104,第一志願,0311608,女二舍,373
104,第一志願, 0319008,女二舍,373
104,第一志願, 0319018,女二舍,373
104,第一志願, 0319046,女二舍,373
104,第一志願,0311539,女二舍,412
104,第一志願, 0311549,女二舍,412
104,第一志願, 0311558,女二舍,412
104,第一志願, 0316107,女二舍,412
104,第一志願,0213137,女二舍,414
104,第一志願, 0313103,女二舍,414
104,第一志願, 0313104,女二舍,414
104,第一志願, 0313147,女二舍,414
104,第一志願,0319007,女二舍,424
104,第一志願, 0319016,女二舍,424
104,第一志願, 0319041,女二舍,424
104,第一志願, 0319045,女二舍,424
104,第一志願,0315302,女二舍,434
104,第一志願, 0315308,女二舍,434
104,第一志願, 0315312,女二舍,434
104,第一志願, 0315341,女二舍,434
104,第一志願,0310513,女二舍,454
104,第一志願, 0310514,女二舍,454
104,第一志願, 0310523,女二舍,454
104,第一志願, 0311618,女二舍,454
104,第一志願,0312527,女二舍,463
104,第一志願, 0312532,女二舍,463
104,第一志願, 0313407,女二舍,463
104,第一志願, 0313462,女二舍,463
104,第一志願,0316024,女二舍,473
104,第一志願, 0316049,女二舍,473
104,第一志願, 0316203,女二舍,473
104,第一志願, 0316224,女二舍,473
104,第一志願,0316010,女二舍,474
104,第一志願, 0316037,女二舍,474
104,第一志願, 0316321,女二舍,474
104,第一志願, 0316340,女二舍,474
104,第一志願,0317017,女二舍,484
104,第一志願, 0317028,女二舍,484
104,第一志願, 0317030,女二舍,484
104,第一志願, 0317041,女二舍,484
104,第一志願,0319004,女二舍,512
104,第一志願, 0319006,女二舍,512
104,第一志願, 0319028,女二舍,512
104,第一志願, 0319049,女二舍,512
104,第一志願,0210832,女二舍,513
104,第一志願, 0310749,女二舍,513
104,第一志願, 0310806,女二舍,513
104,第一志願, 0310839,女二舍,513
104,第一志願,0319009,女二舍,514
104,第一志願, 0319019,女二舍,514
104,第一志願, 0319037,女二舍,514
104,第一志願, 0319039,女二舍,514
104,第一志願,0311025,女二舍,521
104,第一志願, 0311026,女二舍,521
104,第一志願, 0311030,女二舍,521
104,第一志願, 0311037,女二舍,521
104,第一志願,0310712,女二舍,522
104,第一志願, 0310733,女二舍,522
104,第一志願, 0310801,女二舍,522
104,第一志願, 0310858,女二舍,522
104,第一志願,0111502,女二舍,531
104,第一志願, 0111505,女二舍,531
104,第一志願, 0111539,女二舍,531
104,第一志願, 0111543,女二舍,531
104,第一志願,0313313,女二舍,532
104,第一志願, 0313318,女二舍,532
104,第一志願, 0313335,女二舍,532
104,第一志願, 0313342,女二舍,532
104,第一志願,0315402,女二舍,533
104,第一志願, 0315412,女二舍,533
104,第一志願, 0315419,女二舍,533
104,第一志願, 0315423,女二舍,533
104,第一志願,0319026,女二舍,542
104,第一志願, 0319030,女二舍,542
104,第一志願, 0319031,女二舍,542
104,第一志願, 0319042,女二舍,542
104,第一志願,0313402,女二舍,552
104,第一志願, 0313465,女二舍,552
104,第一志願, 0313467,女二舍,552
104,第一志願, 0313472,女二舍,552
104,第一志願,0315301,女二舍,562
104,第一志願, 0315310,女二舍,562
104,第一志願, 0315324,女二舍,562
104,第一志願, 0315350,女二舍,562
104,第一志願,0319005,女二舍,564
104,第一志願, 0319013,女二舍,564
104,第一志願, 0319015,女二舍,564
104,第一志願, 0319025,女二舍,564
104,第一志願,0313109,女二舍,572
104,第一志願, 0313132,女二舍,572
104,第一志願, 0313141,女二舍,572
104,第一志願, 0313142,女二舍,572
104,第一志願,0311204,女二舍,574
104,第一志願, 0311209,女二舍,574
104,第一志願, 0311227,女二舍,574
104,第一志願, 0311228,女二舍,574
104,第一志願,0313415,女二舍,581
104,第一志願, 0313456,女二舍,581
104,第一志願, 0313469,女二舍,581
104,第一志願, 0313473,女二舍,581
104,第一志願,0217066,女二舍,611
104,第一志願, 0311294,女二舍,611
104,第一志願, 0317020,女二舍,611
104,第一志願, 0317064,女二舍,611
104,第一志願,0313411,女二舍,613
104,第一志願, 0313418,女二舍,613
104,第一志願, 0313458,女二舍,613
104,第一志願, 0313474,女二舍,613
104,第一志願,0317006,女二舍,622
104,第一志願, 0317016,女二舍,622
104,第一志願, 0317021,女二舍,622
104,第一志願, 0317037,女二舍,622
104,第一志願,0315421,女二舍,623
104,第一志願, 0315424,女二舍,623
104,第一志願, 0315430,女二舍,623
104,第一志願, 0315434,女二舍,623
104,第一志願,0311065,女二舍,624
104,第一志願, 0316016,女二舍,624
104,第一志願, 0316059,女二舍,624
104,第一志願, 0316318,女二舍,624
104,第一志願,0313315,女二舍,632
104,第一志願, 0313325,女二舍,632
104,第一志願, 0313351,女二舍,632
104,第一志願, 0313364,女二舍,632
104,第一志願,0312251,女二舍,634
104,第一志願, 0315307,女二舍,634
104,第一志願, 0315337,女二舍,634
104,第一志願, 0315347,女二舍,634
104,第一志願,0316046,女二舍,651
104,第一志願, 0316058,女二舍,651
104,第一志願, 0316061,女二舍,651
104,第一志願, 0316215,女二舍,651
104,第一志願,0313228,女二舍,653
104,第一志願, 0313246,女二舍,653
104,第一志願, 0313258,女二舍,653
104,第一志願, 0313305,女二舍,653
104,第一志願,0315321,女二舍,682
104,第一志願, 0315322,女二舍,682
104,第一志願, 0315340,女二舍,682
104,第一志願, 0315348,女二舍,682
104,第一志願,0319020,女二舍,683
104,第一志願, 0319035,女二舍,683
104,第一志願, 0319043,女二舍,683
104,第一志願, 0319053,女二舍,683
104,第一志願,0313111,女二舍,714
104,第一志願, 0313133,女二舍,714
104,第一志願, 0313144,女二舍,714
104,第一志願, 0313150,女二舍,714
104,第一志願,0316054,女二舍,721
104,第一志願, 0316088,女二舍,721
104,第一志願, 0316230,女二舍,721
104,第一志願, 0316337,女二舍,721
104,第一志願,0313333,女二舍,723
104,第一志願, 0313356,女二舍,723
104,第一志願, 0316044,女二舍,723
104,第一志願, 0316056,女二舍,723
104,第一志願,0316038,女二舍,732
104,第一志願, 0316055,女二舍,732
104,第一志願, 0316227,女二舍,732
104,第一志願, 0316228,女二舍,732
104,第一志願,0315323,女二舍,743
104,第一志願, 0315343,女二舍,743
104,第一志願, 0315346,女二舍,743
104,第一志願, 0315349,女二舍,743
104,第一志願,0313230,女二舍,751
104,第一志願, 0313232,女二舍,751
104,第一志願, 0313237,女二舍,751
104,第一志願, 0313238,女二舍,751
104,第一志願,0315406,女二舍,761
104,第一志願, 0315407,女二舍,761
104,第一志願, 0315409,女二舍,761
104,第一志願, 0315428,女二舍,761
104,第一志願,0310011,女二舍,762
104,第一志願, 0316301,女二舍,762
104,第一志願, 0316305,女二舍,762
104,第一志願, 0316309,女二舍,762
104,第一志願,0310007,女二舍,781
104,第一志願, 0310008,女二舍,781
104,第一志願, 0310716,女二舍,781
104,第一志願, 0310735,女二舍,781
104,第一志願,0317008,女二舍,782
104,第一志願, 0317062,女二舍,782
